公司代號,公司名稱,市場別,財簽事務所,財簽會計師,[永續報告書] 狀態,[永續報告書] 申報日,[永續報告書] 有會計師確信,[永續報告書] 確信出具者,[永續報告書] 確信準則,[永續報告書] 確信等級,[永續報告書] 確信範圍,[永續報告書] 有第三方查證,[永續報告書] 查證機構,[永續報告書] 查證標準,[永續報告書] 確信者為安永,[溫室氣體] 已申報,[溫室氣體] 範疇一排放量,[溫室氣體] 範疇二排放量,[溫室氣體] 範疇一確信範圍,[溫室氣體] 範疇一確信意見,[溫室氣體] 有確信報告,[溫室氣體] 確信報告出具者,[溫室氣體] 出具者類型,[溫室氣體] 確信者為安永,【綜合】重疊態樣,【綜合】待補資料,資料來源,需人工確認
2504,國產,上市,安永聯合會計師事務所,王瑄瑄、劉慧媛,已出版,2026/08/13,否,,,,,是,法標國際認證股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,"46,110.0000","33,613.0000",已完成合併財務報表之母子公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2504&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2504&year=2025&lang=zh-TW,否
2514,龍邦,上市,安永聯合會計師事務所,黃子評、林素雯,已出版,2026/08/18,否,,,,,否,,,無確信,是,"8,275.5075","13,754.9494",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2514&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2514&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2530,華建,上市,安永聯合會計師事務所,林素雯、黃建澤,已出版,2026/08/26,是,安永聯合會計師事務所,ISAE 3000,有限確信,所屬產業之永續指標,否,,,是,是,26.4440,951.7300,"已完成母公司,已完成合併財務報表之母子公司",有限確信,是,安永聯合會計師事務所,會計師事務所,是,兩線皆重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2530&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2530&year=2025&lang=zh-TW,否
2538,基泰,上市,安永聯合會計師事務所,林素雯、張巧穎,已出版,2026/08/26,否,,,,,否,,,無確信,是,13.5270,79.9230,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2538&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2538&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2637,慧洋-KY,上市,安永聯合會計師事務所,呂倩雯、劉榮進,已出版,2026/07/13,否,,,,,否,,,無確信,是,"17,988.0000",429.0000,已完成合併財務報表之母子公司,有限確信,是,安永聯合會計師事務所,會計師事務所,是,僅溫室氣體確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2637&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2637&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2646,星宇航空,上市,安永聯合會計師事務所,余倩如、黃子評,已出版,2026/08/27,否,,,,,是,BSI,AA1000 第1類型(Type1) 中度保證,無確信,是,"1,353,050.1604","8,554.5299",已完成母公司,合理保證等級,是,英國標準協會（BSI Taiwan）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2646&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2646&year=2025&lang=zh-TW,否
2704,國賓,上市,安永聯合會計師事務所,林素雯、林世寰,已出版,2026/08/25,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續報告書符合GRI永續性報導準則, 所屬產業之永續指標, 永續會計準則委員會(SASB)之行業指標",否,,,是,是,"3,054.3230","7,175.8731",N/A,,否,,,無確信,僅永續報告書確信重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2704&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2704&year=2025&lang=zh-TW,否
2705,六福,上市,安永聯合會計師事務所,鄭清標、傅文芳,已出版,2026/08/26,是,青山永續聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,否,是,"6,632.4200","9,602.1060",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2705&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2705&year=2025&lang=zh-TW,否
2850,新產,上市,安永聯合會計師事務所,徐榮煌、黃建澤,已出版,2026/08/25,是,青山永續聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"永續會計準則委員會(SASB)之行業指標, 永續報告書符合GRI永續性報導準則",否,,,否,是,224.0632,"1,435.9374",已完成母公司,合理保證等級,是,亞瑞仕國際驗證股份有限公司（ARES）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2850&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2850&year=2025&lang=zh-TW,否
2887,台新新光金,上市,安永聯合會計師事務所,傅文芳、張正道,已出版,2026/07/09,是,KPMG 安侯建業聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,"所屬產業之永續指標, 永續會計準則委員會(SASB)之行業指標, 永續報告書符合GRI永續性報導準則",是,英國標準協會(BSI),AA1000 第2類型(Type2) 中度保證,否,是,"5,121.7402","35,838.9966",已完成合併財務報表之母子公司,合理保證等級,是,英國標準協會（BSI Taiwan）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=2887&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=2887&year=2025&lang=zh-TW,否
2948,寶陞,上櫃,安永聯合會計師事務所,林政緯、陳國帥,已出版,2026/08/17,否,,,,,否,,,無確信,是,242.5104,25.6202,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=2948&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=2948&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
2949,欣新網,上櫃,安永聯合會計師事務所,林素雯、張巧穎,已出版,2026/08/31,否,,,,,否,,,無確信,是,7.3472,73.5117,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=2949&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=2949&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3003,健和興,上市,安永聯合會計師事務所,陳明宏、黃宇廷,已出版,2026/08/20,否,,,,,否,,,無確信,是,486.2957,"6,107.3703",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3003&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3003&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3014,聯陽,上市,安永聯合會計師事務所,胡慎緁、邱琬茹,已出版,2026/08/05,否,,,,,否,,,無確信,是,114.8441,"1,502.7926",已完成合併財務報表之母子公司,合理保證等級,是,英商勞盛股份有限公司台灣分公司（LRQA）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3014&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3014&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3017,奇鋐,上市,安永聯合會計師事務所,李芳文、洪國森,已出版,2026/08/28,否,,,,,否,,,無確信,是,"7,025.0000","7,025.0000",合併財務報表之母子公司(不含富世達及其子公司),有限確信,是,安永聯合會計師事務所,會計師事務所,是,僅溫室氣體確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3017&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3017&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核；溫室氣體確信報告：確信報告載明範疇一部分排放量係依據其他查驗機構之查證聲明書，非全數由安永確信
3023,信邦,上市,安永聯合會計師事務所,羅文振、陳明宏,已出版,2026/08/28,是,安永聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,是,是,"1,771.3000","15,335.4200","已完成母公司,涵蓋母公司100%持股之主要營運據點，並納入具實質營運之合併財報子公司太康精密股份有限公司及睿信電子股份有限公司",合理保證等級,是,台灣德國萊因技術監護顧問股份有限公司（TÜV Rheinland）,驗證／查驗機構,否,僅永續報告書確信重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3023&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3023&year=2025&lang=zh-TW,否
3034,聯詠,上市,安永聯合會計師事務所,黃敏如、邱婉茹,已出版,2026/06/30,否,,,,,是,新加坡商英國標準協會集團私人有限公司臺灣分公司,AA1000 第1類型(Type1) 中度保證,無確信,是,868.0235,"16,015.3549",已完成合併財務報表之母子公司,合理保證等級,是,英商勞盛股份有限公司台灣分公司（LRQA）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3034&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3034&year=2025&lang=zh-TW,否
3035,智原,上市,安永聯合會計師事務所,胡慎緁、楊雨霓,已出版,2026/07/30,否,,,,,是,台灣檢驗科技股份有限公司(簡稱SGS),AA1000 第2類型(Type2) 中度保證,無確信,是,693.2620,"3,348.0670",已完成合併財務報表之母子公司,"母公司：合理保證等級
子公司：有限保證等級",是,台灣檢驗科技股份有限公司（SGS）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3035&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3035&year=2025&lang=zh-TW,否
3041,揚智,上市,安永聯合會計師事務所,林秀青、呂倩雯,已出版,2026/08/31,否,,,,,否,,,無確信,是,9.2714,881.0514,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3041&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3041&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3050,鈺德,上市,安永聯合會計師事務所,謝勝安、邱琬茹,已出版,2026/08/10,否,,,,,否,,,無確信,是,108.0760,"5,534.6140",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3050&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3050&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3064,泰偉,上櫃,安永聯合會計師事務所,楊弘斌、徐榮煌,已出版,2026/08/14,否,,,,,否,,,無確信,否,,,,,不適用,,,不適用,無重疊,未申報溫室氣體,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3064&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3064&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3071,協禧,上櫃,安永聯合會計師事務所,李芳文、姚世傑,已出版,2026/08/25,否,,,,,否,,,無確信,是,136.9500,"2,759.2500",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3071&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3071&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3093,港建*,上櫃,安永聯合會計師事務所,張志銘、楊弘斌,已出版,2026/08/28,否,,,,,否,,,無確信,是,182.1089,294.7940,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3093&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3093&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3114,好德,上櫃,安永聯合會計師事務所,張巧穎、張志銘,已出版,2026/08/12,否,,,,,否,,,無確信,是,16.9175,69.5773,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3114&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3114&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3150,鈺寶-創,上市,安永聯合會計師事務所,楊雨霓、黃敏如,已出版,2026/08/07,否,,,,,否,,,無確信,是,5.7669,167.9991,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3150&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3150&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3167,大量,上市,安永聯合會計師事務所,張志銘、羅筱靖,已出版,2026/08/26,否,,,,,否,,,無確信,是,69.3672,541.8323,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3167&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3167&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3171,炎洲流通,上櫃,安永聯合會計師事務所,劉榮進、謝勝安,已出版,2026/08/04,否,,,,,否,,,無確信,是,4.0398,21.9548,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3171&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3171&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3176,基亞,上櫃,安永聯合會計師事務所,郭紹彬、余倩如,已出版,2026/08/25,否,,,,,否,,,無確信,是,4.3896,51.0787,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3176&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3176&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3189,景碩,上市,安永聯合會計師事務所,張志銘、陳國帥,已出版,2026/08/10,否,,,,,是,英國標準協會(BSI),AA1000 第1類型(Type1) 中度保證,無確信,是,"14,994.1581","274,943.4440",已完成母公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3189&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3189&year=2025&lang=zh-TW,否
3227,原相,上櫃,安永聯合會計師事務所,楊雨霓、邱琬茹,已出版,2026/08/27,否,,,,,是,英國標準協會(BSI),AA1000 第1類型(Type1) 中度保證,無確信,是,116.8780,"1,726.8824",已完成母公司,合理保證等級,是,台灣德國北德技術監護顧問股份有限公司（TÜV NORD）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3227&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3227&year=2025&lang=zh-TW,否
3230,錦明,上櫃,安永聯合會計師事務所,邱琬茹、黃靖雅,已出版,2026/08/25,是,揚智聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續報告書符合GRI永續性報導準則,否,,,否,是,24.4160,35.2994,已完成母公司,合理保證等級,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3230&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3230&year=2025&lang=zh-TW,否
3257,虹冠電,上市,安永聯合會計師事務所,李芳文、傅文芳,已出版,2026/08/25,否,,,,,否,,,無確信,是,12.4246,527.6208,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3257&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3257&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3284,太普高,上櫃,安永聯合會計師事務所,洪國森、陳政初,已出版,2026/08/26,否,,,,,否,,,無確信,是,84.5867,"3,319.9259",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3284&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3284&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3287,廣寰科,上櫃,安永聯合會計師事務所,王慕凡、林素雯,已出版,2026/08/19,否,,,,,否,,,無確信,是,13.6352,55.8464,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3287&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3287&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3303,岱稜,上櫃,安永聯合會計師事務所,胡子仁、姚世傑,已出版,2026/08/31,否,,,,,是,台灣德國北德技術監護顧問股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,"20,154.1891","12,729.9785","已完成母公司,含子公司-岱鑫科技股份有限公司",合理保證等級,是,台灣德國北德技術監護顧問股份有限公司（TÜV NORD）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3303&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3303&year=2025&lang=zh-TW,否
3406,玉晶光,上市,安永聯合會計師事務所,賴書晨、黃子評,已出版,2026/08/12,否,,,,,否,,,無確信,是,254.5400,"7,639.5213",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3406&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3406&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3416,融程電,上市,安永聯合會計師事務所,鄭清標、傅文芳,已出版,2026/08/28,是,思享永續聯合會計師事務所,確信準則3000號(原公報第一號),有限確信,永續會計準則委員會(SASB)之行業指標,否,,,否,是,72.0202,872.1222,已完成合併財務報表之母子公司,有限確信,是,思享永續聯合會計師事務所,會計師事務所,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3416&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3416&year=2025&lang=zh-TW,否
3504,揚明光,上市,安永聯合會計師事務所,邱琬茹、黃敏如,已出版,2026/08/07,否,,,,,否,,,無確信,是,898.4928,"9,955.3872",已完成母公司,合理保證等級,是,法標國際驗證股份有限公司（AFNOR ASIA）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3504&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3504&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3511,矽瑪,上櫃,安永聯合會計師事務所,陳國帥、林政緯,已出版,2026/07/28,否,,,,,是,格瑞國際驗證有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,230.6957,"2,758.4622",已完成合併財務報表之母子公司,有限保證等級,是,（下載失敗，無從辨識）,未具名,無從辨識,無重疊,溫室氣體出具者無從辨識,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3511&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3511&year=2025&lang=zh-TW,是：溫室氣體確信報告檔下載失敗，出具者無從辨識
3515,華擎,上市,安永聯合會計師事務所,余倩如、王瑄瑄,已出版,2026/08/26,否,,,,,是,台灣德國北德技術監護顧問股份有限公司,AA1000 第1類型(Type1) 中度保證,無確信,是,87.1160,"2,109.8950",已完成合併財務報表之母子公司,合理保證等級,是,立恩威國際驗證股份有限公司（DNV）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3515&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3515&year=2025&lang=zh-TW,是：溫室氣體確信報告：上傳者為母集團和碩（PEGATRON CORPORATION AND SUBSIDIARIES）之查驗意見，附錄A 所列 22 個場址均不含華擎本身，查驗範圍未涵蓋申報公司
3516,亞帝歐,上櫃,安永聯合會計師事務所,林政緯、羅筱靖,已出版,2026/08/27,否,,,,,否,,,無確信,是,111.5384,322.4664,已完成母公司,合理保證等級,是,格瑞國際驗證有限公司,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3516&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3516&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3523,迎輝,上櫃,安永聯合會計師事務所,姚世傑、洪國森,已出版,2026/08/25,否,,,,,否,,,無確信,是,13.1300,"1,288.5000",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3523&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3523&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3528,安馳,上市,安永聯合會計師事務所,張正道、楊弘斌,已出版,2026/07/16,否,,,,,否,,,無確信,是,298.7946,153.0144,N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3528&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3528&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3557,嘉威,上市,安永聯合會計師事務所,洪國森、姚世傑,已出版,2026/08/31,否,,,,,否,,,無確信,是,566.6800,"22,031.3200",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3557&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3557&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3615,安可,上櫃,安永聯合會計師事務所,謝勝安、邱琬茹,已出版,2026/08/13,否,,,,,否,,,無確信,是,114.5799,"3,307.5810",N/A,,否,,,無確信,無重疊,溫室氣體未確信,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3615&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3615&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3629,地心引力,上櫃,安永聯合會計師事務所,王慕凡、張巧穎,已出版,2026/08/31,否,,,,,否,,,無確信,否,,,,,不適用,,,不適用,無重疊,未申報溫室氣體,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=1&year=2025&companyCode=3629&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=1&companyCode=3629&year=2025&lang=zh-TW,是：永續報告書已出版但確信與查證欄全空、亦未附任何文件，須翻 PDF 附錄複核
3652,精聯,上市,安永聯合會計師事務所,胡慎緁、郭紹彬,已出版,2026/08/27,否,,,,,是,法標國際認證股份有限公司(AFNOR ASIA LTD.),AA1000 第1類型(Type1) 中度保證,無確信,是,219.2115,494.6856,已完成母公司,合理保證等級,是,法標國際驗證股份有限公司（AFNOR ASIA）,驗證／查驗機構,否,無重疊,兩線齊備,永續報告書 https://esggenplus.twse.com.tw/inquiry/report?market=0&year=2025&companyCode=3652&lang=zh-TW　｜溫室氣體 https://esggenplus.twse.com.tw/inquiry/info/individual?market=0&companyCode=3652&year=2025&lang=zh-TW,否
